Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
A/duck/Nevada/22-020785-004-original/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.69%, 99.52%, 100.00%, 99.53%, 99.87%, 99.64%, 99.77%	6, 7, 4, 0, 8, 2, 5, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/chicken/Chile/260690-8/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 99.08%, 98.57%, 99.39%, 97.75%, 99.13%, 99.43%, 99.35%	16, 21, 12, 6, 40, 13, 8, 14	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/Great_egret/Araucania/240518/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.21%, 99.17%, 99.39%, 99.00%, 99.13%, 99.29%, 99.53%	14, 18, 7, 6, 17, 13, 10, 10	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/avian/Chile/272882/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.12%, 98.81%, 99.19%, 97.75%, 99.00%, 99.01%, 99.49%	13, 20, 10, 8, 40, 15, 14, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/Chicken/Argentina/21842-1/2025	Not assigned: Only 3 segments >98.0% match found of total 8 segments in input file	MP:ea1, HA:ea1, NA:ea1	am23:24-010726-001:PB2, am2:22-031266-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1b:23-002693-004:PA	83.03%, 88.97%, 91.65%, 98.68%, 98.12%, 97.93%, 98.01%, 85.73%	385, 249, 70, 13, 32, 31, 28, 307	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/Black-Necked_Swan/Neuquen/1151-1/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.08%, 99.40%, 99.39%, 99.24%, 98.86%, 99.29%, 99.40%	15, 21, 5, 6, 13, 17, 10, 13	Ran on FASTA - No Coverage Report	2026-05-29_14-48-58
A/pelican/Valparaiso/233091-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.21%, 99.28%, 99.49%, 99.24%, 99.27%, 99.29%, 99.44%	12, 18, 6, 5, 13, 11, 10, 12	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Great_Horned_Owl/Minnesota/USDA-012931-005/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.91%, 99.76%, 100.00%, 99.82%, 99.93%, 99.79%, 99.86%	3, 2, 2, 0, 3, 1, 3, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/chicken/Araucania/241892-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.30%, 99.40%, 99.19%, 99.00%, 99.06%, 99.08%, 99.63%	14, 16, 5, 8, 17, 14, 13, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/backyard_chicken/Uruguay/UDELAR-127-M1/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.30%, 99.03%, 99.17%, 99.29%, 99.12%, 99.13%, 99.22%, 99.49%	16, 22, 7, 7, 15, 13, 11, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Red-tailed_Hawk/Wyoming/USDA-013182-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.87%, 99.76%, 100.00%, 99.88%, 99.93%, 99.64%, 99.91%	4, 3, 2, 0, 2, 1, 5, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/duck/Michigan/22-017243-021/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.88%, 100.00%, 99.82%, 100.00%, 99.93%, 99.81%	3, 3, 1, 0, 3, 0, 1, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Sabine's_gull/Alaska/22-017953-006/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.60%, 99.88%, 99.69%, 99.47%, 99.87%, 99.64%, 99.81%	6, 9, 1, 3, 9, 2, 5, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-48-59
A/Canada_goose/California/246038/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.87%, 99.52%, 99.80%, 99.65%, 99.87%, 99.72%, 99.81%	4, 3, 4, 2, 6, 2, 4, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/chicken/Chile/242159/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.25%, 99.40%, 99.29%, 97.75%, 99.13%, 99.22%, 99.77%	14, 17, 5, 7, 40, 13, 11, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/avian/Chile/260685/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.34%, 99.16%, 98.93%, 99.39%, 97.58%, 99.13%, 99.29%, 99.63%	15, 19, 9, 6, 43, 13, 10, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/American_Wigeon/Alabama/USDA-004941-003/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 100.00%, 99.76%, 99.90%, 99.65%, 99.93%, 99.93%, 100.00%	2, 0, 2, 1, 6, 1, 1, 0	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/great_horned_owl/Minnesota/22-014524-001/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 99.87%, 99.88%, 99.90%, 99.71%, 100.00%, 99.86%, 99.81%	2, 3, 1, 1, 5, 0, 2, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/Merganser/Pennsylvania/USDA-008909-004/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.87%, 99.76%, 100.00%, 99.71%, 99.80%, 99.86%, 99.77%	3, 3, 2, 0, 5, 3, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/bald_eagle/Michigan/22-019205-006/2022	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, MP:ea1, HA:ea1, NP:am1.2, NA:ea1, PA:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.82%, 99.52%, 99.80%, 99.47%, 99.80%, 99.50%, 99.72%	4, 4, 4, 2, 9, 3, 7, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-00
A/bald_eagle/Minnesota/22-011871-007/2022	B3.1	PB2:am2.1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.87%, 99.88%, 99.80%, 99.88%, 100.00%, 99.93%, 99.91%	6, 3, 1, 2, 2, 0, 1, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/avian/Chile/277672/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.16%, 98.81%, 99.19%, 97.75%, 98.93%, 99.01%, 99.49%	12, 19, 10, 8, 40, 16, 14, 11	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Avian/Argentina/579-5/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.21%, 99.21%, 99.52%, 99.39%, 99.24%, 99.13%, 99.29%, 99.72%	18, 18, 4, 6, 13, 13, 10, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/chicken/North_Dakota/22-015199-002/2022	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.1, NA:ea1, PA:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.96%, 99.76%, 99.69%, 99.82%, 99.87%, 99.86%, 99.91%	4, 1, 2, 3, 3, 2, 2, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/avian/Chile/280252/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:EPI-ISL-20215425:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.12%, 98.81%, 99.29%, 97.75%, 98.93%, 99.15%, 99.63%	13, 20, 10, 7, 40, 16, 12, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/avian/Peru/AISA0451/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.42%, 99.55%, 99.05%, 99.49%, 99.30%, 99.27%, 99.50%, 99.67%	12, 4, 8, 5, 12, 11, 7, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Peruvian_booby/Peru/UNMSM-A296/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.38%, 99.17%, 99.49%, 99.24%, 99.33%, 99.43%, 99.67%	12, 14, 7, 5, 13, 10, 8, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/Chicken/Argentina/578-2/2023	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.30%, 99.28%, 99.49%, 99.18%, 99.13%, 99.15%, 99.67%	14, 16, 6, 5, 14, 13, 12, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-01
A/chicken/Colorado/2-3-4-4b/2022	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	92.89%, 99.47%, 99.88%, 99.80%, 99.59%, 97.66%, 99.79%, 99.72%	162, 12, 1, 2, 7, 35, 3, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Backyard_bird/Wisconsin/USDA-013183-004/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.60%, 99.76%, 99.69%, 99.88%, 99.80%, 99.79%, 99.86%	8, 9, 2, 3, 2, 3, 3, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/great_black_backed_gull/Maine/22-020416-022/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.56%, 99.91%, 99.40%, 99.80%, 99.71%, 99.47%, 99.72%, 99.67%	10, 2, 5, 2, 5, 8, 4, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Band-tailed_gull/Arica_y_Parinacota/232200-1/2023	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.43%, 99.34%, 99.17%, 99.29%, 99.24%, 99.06%, 99.29%, 96.90%	13, 15, 7, 7, 13, 14, 10, 45	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/mallard_duck/Tennessee/CEIRR-303/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.87%, 99.88%, 99.90%, 99.77%, 99.93%, 99.79%, 99.81%	6, 3, 1, 1, 4, 1, 3, 4	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Snow_Goose/Missouri/USDA-006328-022/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.82%, 99.88%, 100.00%, 99.71%, 100.00%, 99.93%, 99.77%	4, 4, 1, 0, 5, 0, 1, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/turkey/South_Dakota/USDA-009534-001/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.78%, 99.88%, 99.80%, 99.47%, 99.60%, 99.86%, 99.77%	6, 5, 1, 2, 9, 6, 2, 5	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/snow_goose/USA/038821-013/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.39%, 99.31%, 99.64%, 99.19%, 99.30%, 99.40%, 99.57%, 99.63%	14, 15, 3, 8, 12, 9, 6, 8	Ran on FASTA - No Coverage Report	2026-05-29_14-49-02
A/Sharp-shinned_Hawk/Missouri/USDA-012338-002/2022	B5.1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.4.2, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.2:22-008239-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.83%, 99.91%, 99.76%, 99.90%, 99.88%, 99.93%, 99.72%, 99.91%	4, 2, 2, 1, 2, 1, 4, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/red_tailed_hawk/Washington/22-019255-001/2022	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:am1.3, NA:ea1, PA:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.74%, 99.78%, 99.64%, 99.90%, 99.59%, 100.00%, 99.72%, 99.91%	6, 5, 3, 1, 7, 0, 4, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/great_black-backed_gull/Massachusetts/22-022527-002/2022	A2	PB2:ea1, PB1:ea2, NS:ea1, MP:ea1, HA:ea2, NP:ea1, NA:ea2, PA:ea1	ea1:22-003707-003:PB2, ea2:22-036180-006:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea2:22-008064-001:HA, ea1:22-003707-003:NP, ea2:22-008064-001:NA, ea1:22-003707-003:PA	99.52%, 99.87%, 99.40%, 99.69%, 99.59%, 99.40%, 99.64%, 99.67%	11, 3, 5, 3, 7, 9, 5, 7	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/chicken/Peru/AIS0540/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.47%, 99.38%, 99.40%, 99.49%, 99.30%, 99.27%, 99.50%, 99.72%	12, 14, 5, 5, 12, 11, 7, 6	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/American_wigeon/North_Carolina/AH0182954/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.91%, 100.00%, 99.76%, 100.00%, 99.82%, 99.93%, 99.86%, 99.95%	2, 0, 2, 0, 3, 1, 2, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/Greater_White-fronted_Goose/Minnesota/USDA-011228-001/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.65%, 99.69%, 100.00%, 99.80%, 99.65%, 100.00%, 99.72%, 99.95%	8, 7, 0, 2, 6, 0, 4, 1	Ran on FASTA - No Coverage Report	2026-05-29_14-49-03
A/American_Wigeon/North_Carolina/USDA-001330-018/2022	A1	PB2:ea1, PB1:ea1, NS:ea1, MP:ea1, HA:ea1, NP:ea1, NA:ea1, PA:ea1	ea1:22-003707-003:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.87%, 99.96%, 99.88%, 99.90%, 99.88%, 99.87%, 99.79%, 99.91%	3, 1, 1, 1, 2, 2, 3, 2	Ran on FASTA - No Coverage Report	2026-05-29_14-49-04
A/Backyard_bird/Minnesota/USDA-013221-002/2022	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, MP:ea1, HA:ea1, NP:am1.4.1, NA:ea1, PA:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:PA	99.78%, 99.60%, 100.00%, 99.90%, 99.77%, 100.00%, 99.57%, 99.86%	5, 9, 0, 1, 4, 0, 6, 3	Ran on FASTA - No Coverage Report	2026-05-29_14-49-04
