Strain	Genotype	Genotype List Used, >=98.0%	Genotype Sample Title List	Genotype Percent Match List	Genotype Mismatch List	Genotype Average Depth of Coverage List	Date run
EPI_ISL_19604825	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.3, MP:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:MP	99.69%, 99.91%, 99.64%, 99.64%, 99.91%, 99.47%, 99.93%, 99.69%	7, 2, 3, 5, 2, 9, 1, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_19604820	B4.1	PB2:am2.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.3, MP:ea1	am2.2:22-010445-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.3:22-010445-001:NP, ea1:22-003707-003:MP	99.69%, 99.82%, 99.64%, 99.72%, 99.72%, 99.71%, 99.80%, 99.69%	7, 4, 3, 4, 6, 5, 3, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_19604882	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.47%, 99.52%, 99.64%, 99.36%, 99.67%, 99.53%, 99.67%, 99.69%	12, 11, 3, 9, 7, 8, 5, 3	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_19604889	B1.1	PB2:am1.1, PB1:am1.1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.2, MP:ea1	am1.1:22-009287-001:PB2, am1.1:22-009287-001:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.2:22-009287-001:NP, ea1:22-003707-003:MP	99.47%, 99.25%, 99.52%, 99.64%, 99.49%, 99.18%, 99.53%, 99.39%	12, 17, 4, 5, 11, 14, 7, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-05
EPI_ISL_17973443	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.47%, 99.43%, 99.28%, 99.22%, 99.67%, 99.35%, 99.33%, 99.39%	12, 13, 6, 11, 7, 11, 10, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_17973458	Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file	PB2:am2.1, PB1:am1.2, NS:am1.1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:24-009110-019:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.47%, 99.43%, 99.24%, 96.13%, 99.72%, 98.83%, 99.33%, 98.57%	12, 13, 6, 28, 6, 8, 10, 14	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_18137671	Not assigned: Only 6 segments >98.0% match found of total 8 segments in input file	PB1:am1.2, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.3:22-008760-007:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:24-009110-019:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	97.69%, 99.03%, 82.98%, 98.77%, 99.21%, 99.85%, 98.33%, 99.19%	16, 10, 114, 17, 17, 1, 25, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-06
EPI_ISL_19605219	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.91%, 99.96%, 99.76%, 99.86%, 99.91%, 99.65%, 99.73%, 99.80%	2, 1, 2, 2, 2, 6, 4, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_19605190	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.83%, 99.91%, 99.88%, 99.86%, 99.77%, 99.94%, 99.87%, 100.00%	4, 2, 1, 2, 5, 1, 2, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_19605197	B3.2	PB2:am2.1, PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am2.1:22-009329-001:PB2, am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.69%, 99.65%, 99.88%, 99.86%, 99.86%, 99.71%, 99.93%, 99.80%	7, 8, 1, 2, 3, 5, 1, 2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-07
EPI_ISL_19605198	B2.1	PB2:am1.2, PB1:ea1, NS:ea1, NA:ea1, PA:ea1, HA:ea1, NP:am1.1, MP:ea1	am1.2:22-007805-001:PB2, ea1:22-003707-003:PB1, ea1:22-003707-003:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-007805-001:NP, ea1:22-003707-003:MP	99.96%, 99.78%, 99.52%, 99.86%, 99.95%, 99.77%, 100.00%, 100.00%	1, 5, 4, 2, 1, 4, 0, 0	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_20450089	Not assigned: Only 7 segments >98.0% match found of total 7 segments in input file	PB1:am1.2, NS:am1.1, NA:ea1, PA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.43%, 99.28%, 99.29%, 99.40%, 99.24%, 99.60%, 99.08%	13, 6, 10, 13, 13, 6, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_20450099	Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file	PB1:am1.2, NS:am1.1, NA:ea1, HA:ea1, MP:ea1	am1.2:22-010085-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, ea1:22-003707-003:MP	99.08%, 98.57%, 99.15%, 98.53%, 99.39%	21, 12, 12, 25, 6	Ran on FASTA - No Coverage Report	2026-06-01_16-10-08
EPI_ISL_20450053	Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file	NS:am1.1, NA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 99.08%, 99.40%, 99.08%	7, 13, 9, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_20450054	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.40%, 99.08%	5, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_20450055	Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file	NS:am1.1, NA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.36%, 99.18%, 99.40%, 99.29%	6, 9, 14, 9, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_20450056	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.93%	9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-09
EPI_ISL_20450057	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NA:ea1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP	99.28%, 98.94%, 98.98%	6, 15, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_20450061	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NA:ea1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:MP	99.28%, 98.94%, 98.98%	6, 15, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_20450062	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.17%, 98.88%	7, 11	Ran on FASTA - No Coverage Report	2026-06-01_16-10-10
EPI_ISL_20450063	Not assigned: Only 2 segments >98.0% match found of total 3 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 97.97%, 98.88%	7, 18, 11	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_20450064	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 99.13%, 98.88%	7, 13, 11	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_20450065	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.20%, 98.98%	6, 12, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_20450066	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.80%	10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-11
EPI_ISL_20450067	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.93%	9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_20450068	Not assigned: Only 5 segments >98.0% match found of total 5 segments in input file	NS:am1.1, NA:ea1, HA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.52%, 99.29%, 98.71%, 99.06%, 99.29%	4, 10, 19, 14, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_20450069	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.28%, 99.29%	6, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_20450070	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 99.53%, 99.08%	7, 7, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-12
EPI_ISL_20450073	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	98.68%, 99.29%	11, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_20450079	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.20%	15	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_20450091	Not assigned: Only 2 segments >98.0% match found of total 3 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 96.69%, 99.19%	7, 49, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-13
EPI_ISL_20450093	Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file	NS:am1.1, NA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.17%, 99.29%, 99.53%, 99.19%	7, 10, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20450097	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.20%	15	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20450098	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	98.45%	13	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20450102	Not assigned: Only 2 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.53%, 95.84%	6, 7, 38	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20450105	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	98.81%, 99.06%, 98.47%	10, 14, 15	Ran on FASTA - No Coverage Report	2026-06-01_16-10-14
EPI_ISL_20450107	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_20450108	Not assigned: Only 4 segments >98.0% match found of total 4 segments in input file	NS:am1.1, NA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.08%, 99.60%, 99.19%	6, 13, 6, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_20450110	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.60%, 98.97%	8, 6, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-15
EPI_ISL_20450111	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20450112	Not assigned: Only 4 segments >98.0% match found of total 5 segments in input file	NS:am1.1, NA:ea1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.36%, 93.93%, 99.47%, 99.29%	6, 9, 103, 8, 7	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20450114	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.28%, 99.19%	6, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-51
EPI_ISL_20450115	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_20450116	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_20450118	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.40%, 99.08%	8, 9, 9	Ran on FASTA - No Coverage Report	2026-06-01_16-09-52
EPI_ISL_20450119	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_20450120	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.05%, 99.53%, 99.19%	8, 7, 8	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_20450121	Not assigned: Only 1 segments >98.0% match found of total 2 segments in input file	NS:am1.1	am1.1:22-010085-001:NS, ea6:23-004612-001:MP	99.28%, 89.61%	6, 102	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_20450122	Not assigned: Only 1 segments >98.0% match found of total 2 segments in input file	NS:am1.1	am1.1:22-010085-001:NS, ea6:23-004612-001:MP	99.28%, 89.62%	6, 101	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_20450123	Not assigned: Only 1 segments >98.0% match found of total 2 segments in input file	NS:am1.1	am1.1:22-010085-001:NS, ea6:23-004612-001:MP	99.28%, 89.60%	6, 102	Ran on FASTA - No Coverage Report	2026-06-01_16-09-53
EPI_ISL_20450124	Not assigned: Only 0 segments >98.0% match found of total 4 segments in input file		am1.3:22-008760-007:NS, ea4b:24-000758-001:NA, mx1:EPI-ISL-20215425:NP, ea6:23-004612-001:MP	84.13%, 82.71%, 83.51%, 89.61%	129, 235, 242, 102	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_20450130	Not assigned: Only 0 segments >98.0% match found of total 2 segments in input file		am1.3:22-008760-007:NS, ea6:23-004612-001:MP	84.02%, 89.65%	128, 100	Ran on FASTA - No Coverage Report	2026-06-01_16-09-54
EPI_ISL_20450135	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.20%, 98.98%	6, 12, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_20450136	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.28%, 98.98%	6, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_20450137	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.20%, 98.98%	6, 12, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_20450139	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NS:am1.1	am1.1:22-010085-001:NS	99.28%	6	Ran on FASTA - No Coverage Report	2026-06-01_16-09-55
EPI_ISL_20450140	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.20%, 98.98%	6, 12, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_20450143	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NS:am1.1, MP:ea1	am1.1:22-010085-001:NS, ea1:22-003707-003:MP	99.28%, 98.98%	6, 10	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_20450144	Not assigned: Only 3 segments >98.0% match found of total 3 segments in input file	NS:am1.1, NP:am1.4.1, MP:ea1	am1.1:22-010085-001:NS, am1.4.1:22-009329-001:NP, ea1:22-003707-003:MP	99.28%, 99.06%, 98.37%	6, 14, 16	Ran on FASTA - No Coverage Report	2026-06-01_16-09-56
EPI_ISL_20450080	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NA:ea1	ea1:22-003707-003:NA	98.86%	16	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_20450081	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NA:ea1, HA:ea1	ea1:22-003707-003:NA, ea1:22-003707-003:HA	98.72%, 98.48%	18, 17	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_20450082	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	NA:ea1	ea1:22-003707-003:NA	98.86%	16	Ran on FASTA - No Coverage Report	2026-06-01_16-09-57
EPI_ISL_20450085	Not assigned: Only 2 segments >98.0% match found of total 2 segments in input file	NA:ea1, HA:ea1	ea1:22-003707-003:NA, ea1:22-003707-003:HA	98.26%, 98.59%	24, 24	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_20450084	Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file		ea1:22-003707-003:HA	93.38%	60	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_20444460	Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file		ea1:EPI-ISL-20215425:HA	97.80%	39	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_18005786	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.18%	14	Ran on FASTA - No Coverage Report	2026-06-01_16-09-58
EPI_ISL_19158339	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.00%	17	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_19070287	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.00%	17	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18698509	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.12%	15	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18698719	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.18%	14	Ran on FASTA - No Coverage Report	2026-06-01_16-09-59
EPI_ISL_18698522	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.06%	16	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18698499	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.30%	12	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18931273	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.41%	10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_18698523	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.18%	14	Ran on FASTA - No Coverage Report	2026-06-01_16-10-00
EPI_ISL_20444464	Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file		ea1:EPI-ISL-20215425:HA	97.58%	43	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_20444465	Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file		ea1:EPI-ISL-20215425:HA	97.97%	36	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_17885953	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.30%	12	Ran on FASTA - No Coverage Report	2026-06-01_16-10-01
EPI_ISL_16190849	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea2	ea2:23-030074-013:HA	99.88%	2	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_19162730	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.30%	12	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_20444469	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.06%	16	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_18760066	Not assigned: Only 0 segments >98.0% match found of total 1 segments in input file		ea1:EPI-ISL-20215425:HA	97.86%	38	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_16854397	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.53%	8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-02
EPI_ISL_16854405	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.41%	10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_18931240	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.35%	11	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_18931241	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.53%	8	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_18931269	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.47%	9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-03
EPI_ISL_18931270	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.41%	10	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
EPI_ISL_18931239	Not assigned: Only 1 segments >98.0% match found of total 1 segments in input file	HA:ea1	ea1:22-003707-003:HA	99.47%	9	Ran on FASTA - No Coverage Report	2026-06-01_16-10-04
